topic_id,macro_topic,source,year,year_frequency,year_document_count,denominator_source_docs_in_macro_topic,relative_share_of_macro_topic_source_docs,annual_source_macro_document_count,annual_document_prevalence
academic_T3::academic_T3_PG09,T3,academic,2003,5,5,59261,8.437252155717925e-05,141,0.03546099290780142
academic_T3::academic_T3_PG09,T3,academic,2004,1,1,59261,1.687450431143585e-05,141,0.0070921985815602835
academic_T3::academic_T3_PG09,T3,academic,2005,3,3,59261,5.0623512934307556e-05,167,0.017964071856287425
academic_T3::academic_T3_PG09,T3,academic,2006,3,3,59261,5.0623512934307556e-05,203,0.014778325123152709
academic_T3::academic_T3_PG09,T3,academic,2007,1,1,59261,1.687450431143585e-05,256,0.00390625
academic_T3::academic_T3_PG09,T3,academic,2008,1,1,59261,1.687450431143585e-05,310,0.0032258064516129032
academic_T3::academic_T3_PG09,T3,academic,2009,7,7,59261,0.00011812153018005096,366,0.01912568306010929
academic_T3::academic_T3_PG09,T3,academic,2010,7,7,59261,0.00011812153018005096,510,0.013725490196078431
academic_T3::academic_T3_PG09,T3,academic,2011,17,17,59261,0.0002868665732944095,559,0.03041144901610018
academic_T3::academic_T3_PG09,T3,academic,2012,29,29,59261,0.0004893606250316397,737,0.03934871099050204
academic_T3::academic_T3_PG09,T3,academic,2013,33,33,59261,0.0005568586422773831,848,0.03891509433962264
academic_T3::academic_T3_PG09,T3,academic,2014,27,27,59261,0.00045561161640876797,986,0.02738336713995943
academic_T3::academic_T3_PG09,T3,academic,2015,36,36,59261,0.0006074821552116906,1111,0.032403240324032405
academic_T3::academic_T3_PG09,T3,academic,2016,42,42,59261,0.0007087291810803058,1187,0.03538331929233361
academic_T3::academic_T3_PG09,T3,academic,2017,43,43,59261,0.0007256036853917416,1573,0.02733630006357279
academic_T3::academic_T3_PG09,T3,academic,2018,61,61,59261,0.001029344762997587,2404,0.025374376039933443
academic_T3::academic_T3_PG09,T3,academic,2019,111,111,59261,0.0018730699785693796,3687,0.030105777054515868
academic_T3::academic_T3_PG09,T3,academic,2020,138,138,59261,0.0023286815949781475,4362,0.03163686382393398
academic_T3::academic_T3_PG09,T3,academic,2021,188,188,59261,0.00317240681054994,5381,0.03493774391377068
academic_T3::academic_T3_PG09,T3,academic,2022,199,199,59261,0.0033580263579757346,6028,0.03301260783012608
academic_T3::academic_T3_PG09,T3,academic,2023,323,323,59261,0.0054504648925937805,8480,0.03808962264150943
academic_T3::academic_T3_PG09,T3,academic,2024,507,507,59261,0.008555373685897977,13117,0.03865213082259663
academic_T3::academic_T3_PG09,T3,academic,2025,251,251,59261,0.004235500582170398,6416,0.03912094763092269
academic_T3::academic_T3_PG10,T3,academic,2000,3,3,59261,5.0623512934307556e-05,88,0.03409090909090909
academic_T3::academic_T3_PG10,T3,academic,2001,2,2,59261,3.37490086228717e-05,88,0.022727272727272728
academic_T3::academic_T3_PG10,T3,academic,2002,2,2,59261,3.37490086228717e-05,115,0.017391304347826087
academic_T3::academic_T3_PG10,T3,academic,2003,3,3,59261,5.0623512934307556e-05,141,0.02127659574468085
academic_T3::academic_T3_PG10,T3,academic,2004,1,1,59261,1.687450431143585e-05,141,0.0070921985815602835
academic_T3::academic_T3_PG10,T3,academic,2005,7,7,59261,0.00011812153018005096,167,0.041916167664670656
academic_T3::academic_T3_PG10,T3,academic,2006,1,1,59261,1.687450431143585e-05,203,0.0049261083743842365
academic_T3::academic_T3_PG10,T3,academic,2007,3,3,59261,5.0623512934307556e-05,256,0.01171875
academic_T3::academic_T3_PG10,T3,academic,2008,3,3,59261,5.0623512934307556e-05,310,0.00967741935483871
academic_T3::academic_T3_PG10,T3,academic,2009,14,14,59261,0.00023624306036010192,366,0.03825136612021858
academic_T3::academic_T3_PG10,T3,academic,2010,11,11,59261,0.00018561954742579438,510,0.021568627450980392
academic_T3::academic_T3_PG10,T3,academic,2011,13,13,59261,0.00021936855604866607,559,0.023255813953488372
academic_T3::academic_T3_PG10,T3,academic,2012,26,26,59261,0.00043873711209733215,737,0.035278154681139755
academic_T3::academic_T3_PG10,T3,academic,2013,24,24,59261,0.00040498810347446045,848,0.02830188679245283
academic_T3::academic_T3_PG10,T3,academic,2014,30,30,59261,0.0005062351293430756,986,0.030425963488843813
academic_T3::academic_T3_PG10,T3,academic,2015,29,29,59261,0.0004893606250316397,1111,0.026102610261026102
academic_T3::academic_T3_PG10,T3,academic,2016,27,27,59261,0.00045561161640876797,1187,0.02274641954507161
academic_T3::academic_T3_PG10,T3,academic,2017,44,44,59261,0.0007424781897031775,1573,0.027972027972027972
academic_T3::academic_T3_PG10,T3,academic,2018,52,52,59261,0.0008774742241946643,2404,0.021630615640599003
academic_T3::academic_T3_PG10,T3,academic,2019,90,90,59261,0.0015187053880292266,3687,0.024410089503661515
academic_T3::academic_T3_PG10,T3,academic,2020,92,92,59261,0.0015524543966520983,4362,0.02109124254928932
academic_T3::academic_T3_PG10,T3,academic,2021,124,124,59261,0.0020924385346180454,5381,0.023044043858018955
academic_T3::academic_T3_PG10,T3,academic,2022,131,131,59261,0.0022105600647980964,6028,0.021731917717319176
academic_T3::academic_T3_PG10,T3,academic,2023,188,188,59261,0.00317240681054994,8480,0.022169811320754716
academic_T3::academic_T3_PG10,T3,academic,2024,283,283,59261,0.004775484720136346,13117,0.02157505527178471
academic_T3::academic_T3_PG10,T3,academic,2025,138,138,59261,0.0023286815949781475,6416,0.021508728179551122
academic_T3::academic_T3_PG11,T3,academic,2000,2,2,59261,3.37490086228717e-05,88,0.022727272727272728
academic_T3::academic_T3_PG11,T3,academic,2001,1,1,59261,1.687450431143585e-05,88,0.011363636363636364
academic_T3::academic_T3_PG11,T3,academic,2002,1,1,59261,1.687450431143585e-05,115,0.008695652173913044
academic_T3::academic_T3_PG11,T3,academic,2003,1,1,59261,1.687450431143585e-05,141,0.0070921985815602835
academic_T3::academic_T3_PG11,T3,academic,2004,0,0,59261,0.0,141,0.0
academic_T3::academic_T3_PG11,T3,academic,2005,1,1,59261,1.687450431143585e-05,167,0.005988023952095809
academic_T3::academic_T3_PG11,T3,academic,2006,2,2,59261,3.37490086228717e-05,203,0.009852216748768473
academic_T3::academic_T3_PG11,T3,academic,2007,6,6,59261,0.00010124702586861511,256,0.0234375
academic_T3::academic_T3_PG11,T3,academic,2008,10,10,59261,0.0001687450431143585,310,0.03225806451612903
academic_T3::academic_T3_PG11,T3,academic,2009,6,6,59261,0.00010124702586861511,366,0.01639344262295082
academic_T3::academic_T3_PG11,T3,academic,2010,8,8,59261,0.0001349960344914868,510,0.01568627450980392
academic_T3::academic_T3_PG11,T3,academic,2011,9,9,59261,0.00015187053880292266,559,0.016100178890876567
academic_T3::academic_T3_PG11,T3,academic,2012,14,14,59261,0.00023624306036010192,737,0.018995929443690638
academic_T3::academic_T3_PG11,T3,academic,2013,20,20,59261,0.000337490086228717,848,0.02358490566037736
academic_T3::academic_T3_PG11,T3,academic,2014,18,18,59261,0.0003037410776058453,986,0.018255578093306288
academic_T3::academic_T3_PG11,T3,academic,2015,13,13,59261,0.00021936855604866607,1111,0.011701170117011701
academic_T3::academic_T3_PG11,T3,academic,2016,14,14,59261,0.00023624306036010192,1187,0.011794439764111205
academic_T3::academic_T3_PG11,T3,academic,2017,16,16,59261,0.0002699920689829736,1573,0.010171646535282899
academic_T3::academic_T3_PG11,T3,academic,2018,44,44,59261,0.0007424781897031775,2404,0.018302828618968387
academic_T3::academic_T3_PG11,T3,academic,2019,82,82,59261,0.0013837093535377398,3687,0.022240303770002714
academic_T3::academic_T3_PG11,T3,academic,2020,71,71,59261,0.0011980898061119455,4362,0.016276937184777625
academic_T3::academic_T3_PG11,T3,academic,2021,79,79,59261,0.0013330858406034323,5381,0.014681286006318527
academic_T3::academic_T3_PG11,T3,academic,2022,96,96,59261,0.0016199524138978418,6028,0.015925680159256803
academic_T3::academic_T3_PG11,T3,academic,2023,110,110,59261,0.0018561954742579436,8480,0.012971698113207548
academic_T3::academic_T3_PG11,T3,academic,2024,135,135,59261,0.00227805808204384,13117,0.010291987497141115
academic_T3::academic_T3_PG11,T3,academic,2025,64,64,59261,0.0010799682759318945,6416,0.00997506234413965
academic_T3::academic_T3_PG12,T3,academic,2000,2,2,59261,3.37490086228717e-05,88,0.022727272727272728
academic_T3::academic_T3_PG12,T3,academic,2001,4,4,59261,6.74980172457434e-05,88,0.045454545454545456
academic_T3::academic_T3_PG12,T3,academic,2002,10,10,59261,0.0001687450431143585,115,0.08695652173913043
academic_T3::academic_T3_PG12,T3,academic,2003,5,5,59261,8.437252155717925e-05,141,0.03546099290780142
academic_T3::academic_T3_PG12,T3,academic,2004,6,6,59261,0.00010124702586861511,141,0.0425531914893617
academic_T3::academic_T3_PG12,T3,academic,2005,5,5,59261,8.437252155717925e-05,167,0.029940119760479042
academic_T3::academic_T3_PG12,T3,academic,2006,9,9,59261,0.00015187053880292266,203,0.04433497536945813
academic_T3::academic_T3_PG12,T3,academic,2007,13,13,59261,0.00021936855604866607,256,0.05078125
academic_T3::academic_T3_PG12,T3,academic,2008,15,15,59261,0.0002531175646715378,310,0.04838709677419355
academic_T3::academic_T3_PG12,T3,academic,2009,12,12,59261,0.00020249405173723023,366,0.03278688524590164
academic_T3::academic_T3_PG12,T3,academic,2010,15,15,59261,0.0002531175646715378,510,0.029411764705882353
academic_T3::academic_T3_PG12,T3,academic,2011,26,26,59261,0.00043873711209733215,559,0.046511627906976744
academic_T3::academic_T3_PG12,T3,academic,2012,25,25,59261,0.00042186260778589627,737,0.033921302578018994
academic_T3::academic_T3_PG12,T3,academic,2013,31,31,59261,0.0005231096336545114,848,0.036556603773584904
academic_T3::academic_T3_PG12,T3,academic,2014,36,36,59261,0.0006074821552116906,986,0.036511156186612576
academic_T3::academic_T3_PG12,T3,academic,2015,35,35,59261,0.0005906076509002549,1111,0.0315031503150315
academic_T3::academic_T3_PG12,T3,academic,2016,28,28,59261,0.00047248612072020384,1187,0.02358887952822241
academic_T3::academic_T3_PG12,T3,academic,2017,58,58,59261,0.0009787212500632794,1573,0.036872218690400506
academic_T3::academic_T3_PG12,T3,academic,2018,82,82,59261,0.0013837093535377398,2404,0.03410981697171381
academic_T3::academic_T3_PG12,T3,academic,2019,111,111,59261,0.0018730699785693796,3687,0.030105777054515868
academic_T3::academic_T3_PG12,T3,academic,2020,107,107,59261,0.001805571961323636,4362,0.024530032095369098
academic_T3::academic_T3_PG12,T3,academic,2021,134,134,59261,0.002261183577732404,5381,0.02490243449173016
academic_T3::academic_T3_PG12,T3,academic,2022,117,117,59261,0.001974317004437995,6028,0.019409422694094226
academic_T3::academic_T3_PG12,T3,academic,2023,142,142,59261,0.002396179612223891,8480,0.016745283018867924
academic_T3::academic_T3_PG12,T3,academic,2024,203,203,59261,0.0034255243752214777,13117,0.015476099717923306
academic_T3::academic_T3_PG12,T3,academic,2025,77,77,59261,0.0012993368319805605,6416,0.012001246882793018
academic_T3::academic_T3_PG13,T3,academic,2000,2,2,59261,3.37490086228717e-05,88,0.022727272727272728
academic_T3::academic_T3_PG13,T3,academic,2001,1,1,59261,1.687450431143585e-05,88,0.011363636363636364
academic_T3::academic_T3_PG13,T3,academic,2002,3,3,59261,5.0623512934307556e-05,115,0.02608695652173913
academic_T3::academic_T3_PG13,T3,academic,2003,1,1,59261,1.687450431143585e-05,141,0.0070921985815602835
academic_T3::academic_T3_PG13,T3,academic,2004,4,4,59261,6.74980172457434e-05,141,0.028368794326241134
academic_T3::academic_T3_PG13,T3,academic,2005,5,5,59261,8.437252155717925e-05,167,0.029940119760479042
academic_T3::academic_T3_PG13,T3,academic,2006,5,5,59261,8.437252155717925e-05,203,0.024630541871921183
academic_T3::academic_T3_PG13,T3,academic,2007,10,10,59261,0.0001687450431143585,256,0.0390625
academic_T3::academic_T3_PG13,T3,academic,2008,11,11,59261,0.00018561954742579438,310,0.035483870967741936
academic_T3::academic_T3_PG13,T3,academic,2009,9,9,59261,0.00015187053880292266,366,0.02459016393442623
academic_T3::academic_T3_PG13,T3,academic,2010,20,20,59261,0.000337490086228717,510,0.0392156862745098
academic_T3::academic_T3_PG13,T3,academic,2011,21,21,59261,0.0003543645905401529,559,0.03756708407871199
academic_T3::academic_T3_PG13,T3,academic,2012,24,24,59261,0.00040498810347446045,737,0.032564450474898234
academic_T3::academic_T3_PG13,T3,academic,2013,33,33,59261,0.0005568586422773831,848,0.03891509433962264
academic_T3::academic_T3_PG13,T3,academic,2014,21,21,59261,0.0003543645905401529,986,0.02129817444219067
academic_T3::academic_T3_PG13,T3,academic,2015,37,37,59261,0.0006243566595231265,1111,0.0333033303330333
academic_T3::academic_T3_PG13,T3,academic,2016,26,26,59261,0.00043873711209733215,1187,0.02190395956192081
academic_T3::academic_T3_PG13,T3,academic,2017,50,50,59261,0.0008437252155717925,1573,0.03178639542275906
academic_T3::academic_T3_PG13,T3,academic,2018,65,65,59261,0.0010968427802433304,2404,0.027038269550748752
academic_T3::academic_T3_PG13,T3,academic,2019,120,120,59261,0.0020249405173723024,3687,0.03254678600488202
academic_T3::academic_T3_PG13,T3,academic,2020,111,111,59261,0.0018730699785693796,4362,0.02544704264099037
academic_T3::academic_T3_PG13,T3,academic,2021,149,149,59261,0.002514301142403942,5381,0.02769002044229697
academic_T3::academic_T3_PG13,T3,academic,2022,162,162,59261,0.002733669698452608,6028,0.02687458526874585
academic_T3::academic_T3_PG13,T3,academic,2023,186,186,59261,0.0031386578019270686,8480,0.021933962264150942
academic_T3::academic_T3_PG13,T3,academic,2024,266,266,59261,0.004488618146841937,13117,0.020279027216589158
academic_T3::academic_T3_PG13,T3,academic,2025,94,94,59261,0.00158620340527497,6416,0.014650872817955112
academic_T3::academic_T3_PG15,T3,academic,2000,4,4,59261,6.74980172457434e-05,88,0.045454545454545456
academic_T3::academic_T3_PG15,T3,academic,2001,2,2,59261,3.37490086228717e-05,88,0.022727272727272728
academic_T3::academic_T3_PG15,T3,academic,2002,3,3,59261,5.0623512934307556e-05,115,0.02608695652173913
academic_T3::academic_T3_PG15,T3,academic,2003,1,1,59261,1.687450431143585e-05,141,0.0070921985815602835
academic_T3::academic_T3_PG15,T3,academic,2004,8,8,59261,0.0001349960344914868,141,0.05673758865248227
academic_T3::academic_T3_PG15,T3,academic,2005,5,5,59261,8.437252155717925e-05,167,0.029940119760479042
academic_T3::academic_T3_PG15,T3,academic,2006,7,7,59261,0.00011812153018005096,203,0.034482758620689655
academic_T3::academic_T3_PG15,T3,academic,2007,12,12,59261,0.00020249405173723023,256,0.046875
academic_T3::academic_T3_PG15,T3,academic,2008,7,7,59261,0.00011812153018005096,310,0.02258064516129032
academic_T3::academic_T3_PG15,T3,academic,2009,9,9,59261,0.00015187053880292266,366,0.02459016393442623
academic_T3::academic_T3_PG15,T3,academic,2010,16,16,59261,0.0002699920689829736,510,0.03137254901960784
academic_T3::academic_T3_PG15,T3,academic,2011,12,12,59261,0.00020249405173723023,559,0.02146690518783542
academic_T3::academic_T3_PG15,T3,academic,2012,10,10,59261,0.0001687450431143585,737,0.013568521031207599
academic_T3::academic_T3_PG15,T3,academic,2013,19,19,59261,0.0003206155819172812,848,0.02240566037735849
academic_T3::academic_T3_PG15,T3,academic,2014,18,18,59261,0.0003037410776058453,986,0.018255578093306288
academic_T3::academic_T3_PG15,T3,academic,2015,21,21,59261,0.0003543645905401529,1111,0.018901890189018902
academic_T3::academic_T3_PG15,T3,academic,2016,21,21,59261,0.0003543645905401529,1187,0.017691659646166806
academic_T3::academic_T3_PG15,T3,academic,2017,30,30,59261,0.0005062351293430756,1573,0.019071837253655435
academic_T3::academic_T3_PG15,T3,academic,2018,53,53,59261,0.0008943487285061002,2404,0.02204658901830283
academic_T3::academic_T3_PG15,T3,academic,2019,60,60,59261,0.0010124702586861512,3687,0.01627339300244101
academic_T3::academic_T3_PG15,T3,academic,2020,85,85,59261,0.0014343328664720473,4362,0.019486474094452085
academic_T3::academic_T3_PG15,T3,academic,2021,89,89,59261,0.0015018308837177908,5381,0.016539676640029734
academic_T3::academic_T3_PG15,T3,academic,2022,81,81,59261,0.001366834849226304,6028,0.013437292634372926
academic_T3::academic_T3_PG15,T3,academic,2023,133,133,59261,0.0022443090734209684,8480,0.015683962264150943
academic_T3::academic_T3_PG15,T3,academic,2024,151,151,59261,0.0025480501510268135,13117,0.011511778607913395
academic_T3::academic_T3_PG15,T3,academic,2025,73,73,59261,0.0012318388147348172,6416,0.01137780548628429
academic_T3::academic_T3_PG16,T3,academic,2000,0,0,59261,0.0,88,0.0
academic_T3::academic_T3_PG16,T3,academic,2001,5,5,59261,8.437252155717925e-05,88,0.056818181818181816
academic_T3::academic_T3_PG16,T3,academic,2002,0,0,59261,0.0,115,0.0
academic_T3::academic_T3_PG16,T3,academic,2003,3,3,59261,5.0623512934307556e-05,141,0.02127659574468085
academic_T3::academic_T3_PG16,T3,academic,2004,0,0,59261,0.0,141,0.0
academic_T3::academic_T3_PG16,T3,academic,2005,1,1,59261,1.687450431143585e-05,167,0.005988023952095809
academic_T3::academic_T3_PG16,T3,academic,2006,1,1,59261,1.687450431143585e-05,203,0.0049261083743842365
academic_T3::academic_T3_PG16,T3,academic,2007,1,1,59261,1.687450431143585e-05,256,0.00390625
academic_T3::academic_T3_PG16,T3,academic,2008,1,1,59261,1.687450431143585e-05,310,0.0032258064516129032
academic_T3::academic_T3_PG16,T3,academic,2009,1,1,59261,1.687450431143585e-05,366,0.00273224043715847
academic_T3::academic_T3_PG16,T3,academic,2010,1,1,59261,1.687450431143585e-05,510,0.00196078431372549
academic_T3::academic_T3_PG16,T3,academic,2011,7,7,59261,0.00011812153018005096,559,0.012522361359570662
academic_T3::academic_T3_PG16,T3,academic,2012,1,1,59261,1.687450431143585e-05,737,0.0013568521031207597
academic_T3::academic_T3_PG16,T3,academic,2013,8,8,59261,0.0001349960344914868,848,0.009433962264150943
academic_T3::academic_T3_PG16,T3,academic,2014,9,9,59261,0.00015187053880292266,986,0.009127789046653144
academic_T3::academic_T3_PG16,T3,academic,2015,14,14,59261,0.00023624306036010192,1111,0.012601260126012601
academic_T3::academic_T3_PG16,T3,academic,2016,13,13,59261,0.00021936855604866607,1187,0.010951979780960405
academic_T3::academic_T3_PG16,T3,academic,2017,11,11,59261,0.00018561954742579438,1573,0.006993006993006993
academic_T3::academic_T3_PG16,T3,academic,2018,36,36,59261,0.0006074821552116906,2404,0.014975041597337771
academic_T3::academic_T3_PG16,T3,academic,2019,38,38,59261,0.0006412311638345624,3687,0.010306482234879306
academic_T3::academic_T3_PG16,T3,academic,2020,34,34,59261,0.000573733146588819,4362,0.007794589637780834
academic_T3::academic_T3_PG16,T3,academic,2021,63,63,59261,0.0010630937716204587,5381,0.011707860992380598
academic_T3::academic_T3_PG16,T3,academic,2022,62,62,59261,0.0010462192673090227,6028,0.01028533510285335
academic_T3::academic_T3_PG16,T3,academic,2023,61,61,59261,0.001029344762997587,8480,0.0071933962264150945
academic_T3::academic_T3_PG16,T3,academic,2024,116,116,59261,0.001957442500126559,13117,0.008843485553099032
academic_T3::academic_T3_PG16,T3,academic,2025,49,49,59261,0.0008268507112603568,6416,0.00763715710723192
academic_T3::academic_T3_PG17,T3,academic,2000,2,2,59261,3.37490086228717e-05,88,0.022727272727272728
academic_T3::academic_T3_PG17,T3,academic,2001,1,1,59261,1.687450431143585e-05,88,0.011363636363636364
academic_T3::academic_T3_PG17,T3,academic,2002,3,3,59261,5.0623512934307556e-05,115,0.02608695652173913
academic_T3::academic_T3_PG17,T3,academic,2003,1,1,59261,1.687450431143585e-05,141,0.0070921985815602835
academic_T3::academic_T3_PG17,T3,academic,2004,1,1,59261,1.687450431143585e-05,141,0.0070921985815602835
academic_T3::academic_T3_PG17,T3,academic,2005,9,9,59261,0.00015187053880292266,167,0.05389221556886228
academic_T3::academic_T3_PG17,T3,academic,2006,3,3,59261,5.0623512934307556e-05,203,0.014778325123152709
academic_T3::academic_T3_PG17,T3,academic,2007,7,7,59261,0.00011812153018005096,256,0.02734375
academic_T3::academic_T3_PG17,T3,academic,2008,5,5,59261,8.437252155717925e-05,310,0.016129032258064516
academic_T3::academic_T3_PG17,T3,academic,2009,6,6,59261,0.00010124702586861511,366,0.01639344262295082
academic_T3::academic_T3_PG17,T3,academic,2010,21,21,59261,0.0003543645905401529,510,0.041176470588235294
academic_T3::academic_T3_PG17,T3,academic,2011,18,18,59261,0.0003037410776058453,559,0.03220035778175313
academic_T3::academic_T3_PG17,T3,academic,2012,17,17,59261,0.0002868665732944095,737,0.023066485753052916
academic_T3::academic_T3_PG17,T3,academic,2013,23,23,59261,0.0003881135991630246,848,0.027122641509433963
academic_T3::academic_T3_PG17,T3,academic,2014,29,29,59261,0.0004893606250316397,986,0.029411764705882353
academic_T3::academic_T3_PG17,T3,academic,2015,24,24,59261,0.00040498810347446045,1111,0.021602160216021602
academic_T3::academic_T3_PG17,T3,academic,2016,24,24,59261,0.00040498810347446045,1187,0.020219039595619208
academic_T3::academic_T3_PG17,T3,academic,2017,34,34,59261,0.000573733146588819,1573,0.02161474888747616
academic_T3::academic_T3_PG17,T3,academic,2018,50,50,59261,0.0008437252155717925,2404,0.020798668885191347
academic_T3::academic_T3_PG17,T3,academic,2019,82,82,59261,0.0013837093535377398,3687,0.022240303770002714
academic_T3::academic_T3_PG17,T3,academic,2020,85,85,59261,0.0014343328664720473,4362,0.019486474094452085
academic_T3::academic_T3_PG17,T3,academic,2021,109,109,59261,0.0018393209699465079,5381,0.020256457907452147
academic_T3::academic_T3_PG17,T3,academic,2022,110,110,59261,0.0018561954742579436,6028,0.01824817518248175
academic_T3::academic_T3_PG17,T3,academic,2023,154,154,59261,0.002598673663961121,8480,0.018160377358490565
academic_T3::academic_T3_PG17,T3,academic,2024,222,222,59261,0.003746139957138759,13117,0.01692460166196539
academic_T3::academic_T3_PG17,T3,academic,2025,110,110,59261,0.0018561954742579436,6416,0.017144638403990026
academic_T3::academic_T3_PG18,T3,academic,2000,0,0,59261,0.0,88,0.0
academic_T3::academic_T3_PG18,T3,academic,2001,0,0,59261,0.0,88,0.0
academic_T3::academic_T3_PG18,T3,academic,2002,0,0,59261,0.0,115,0.0
academic_T3::academic_T3_PG18,T3,academic,2003,0,0,59261,0.0,141,0.0
academic_T3::academic_T3_PG18,T3,academic,2004,1,1,59261,1.687450431143585e-05,141,0.0070921985815602835
academic_T3::academic_T3_PG18,T3,academic,2005,1,1,59261,1.687450431143585e-05,167,0.005988023952095809
academic_T3::academic_T3_PG18,T3,academic,2006,0,0,59261,0.0,203,0.0
academic_T3::academic_T3_PG18,T3,academic,2007,0,0,59261,0.0,256,0.0
academic_T3::academic_T3_PG18,T3,academic,2008,1,1,59261,1.687450431143585e-05,310,0.0032258064516129032
academic_T3::academic_T3_PG18,T3,academic,2009,0,0,59261,0.0,366,0.0
academic_T3::academic_T3_PG18,T3,academic,2010,0,0,59261,0.0,510,0.0
academic_T3::academic_T3_PG18,T3,academic,2011,3,3,59261,5.0623512934307556e-05,559,0.005366726296958855
academic_T3::academic_T3_PG18,T3,academic,2012,3,3,59261,5.0623512934307556e-05,737,0.004070556309362279
academic_T3::academic_T3_PG18,T3,academic,2013,4,4,59261,6.74980172457434e-05,848,0.0047169811320754715
academic_T3::academic_T3_PG18,T3,academic,2014,7,7,59261,0.00011812153018005096,986,0.007099391480730223
academic_T3::academic_T3_PG18,T3,academic,2015,5,5,59261,8.437252155717925e-05,1111,0.004500450045004501
academic_T3::academic_T3_PG18,T3,academic,2016,16,16,59261,0.0002699920689829736,1187,0.013479359730412805
academic_T3::academic_T3_PG18,T3,academic,2017,17,17,59261,0.0002868665732944095,1573,0.01080737444373808
academic_T3::academic_T3_PG18,T3,academic,2018,15,15,59261,0.0002531175646715378,2404,0.006239600665557404
academic_T3::academic_T3_PG18,T3,academic,2019,38,38,59261,0.0006412311638345624,3687,0.010306482234879306
academic_T3::academic_T3_PG18,T3,academic,2020,41,41,59261,0.0006918546767688699,4362,0.009399358092618064
academic_T3::academic_T3_PG18,T3,academic,2021,58,58,59261,0.0009787212500632794,5381,0.010778665675524995
academic_T3::academic_T3_PG18,T3,academic,2022,62,62,59261,0.0010462192673090227,6028,0.01028533510285335
academic_T3::academic_T3_PG18,T3,academic,2023,96,96,59261,0.0016199524138978418,8480,0.011320754716981131
academic_T3::academic_T3_PG18,T3,academic,2024,161,161,59261,0.002716795194141172,13117,0.01227414805214607
academic_T3::academic_T3_PG18,T3,academic,2025,87,87,59261,0.001468081875094919,6416,0.013559850374064838
academic_T3::academic_T3_PG19,T3,academic,2000,0,0,59261,0.0,88,0.0
academic_T3::academic_T3_PG19,T3,academic,2001,0,0,59261,0.0,88,0.0
academic_T3::academic_T3_PG19,T3,academic,2002,0,0,59261,0.0,115,0.0
academic_T3::academic_T3_PG19,T3,academic,2003,0,0,59261,0.0,141,0.0
academic_T3::academic_T3_PG19,T3,academic,2004,0,0,59261,0.0,141,0.0
academic_T3::academic_T3_PG19,T3,academic,2005,0,0,59261,0.0,167,0.0
academic_T3::academic_T3_PG19,T3,academic,2006,0,0,59261,0.0,203,0.0
academic_T3::academic_T3_PG19,T3,academic,2007,0,0,59261,0.0,256,0.0
academic_T3::academic_T3_PG19,T3,academic,2008,0,0,59261,0.0,310,0.0
academic_T3::academic_T3_PG19,T3,academic,2009,0,0,59261,0.0,366,0.0
academic_T3::academic_T3_PG19,T3,academic,2010,0,0,59261,0.0,510,0.0
academic_T3::academic_T3_PG19,T3,academic,2011,0,0,59261,0.0,559,0.0
academic_T3::academic_T3_PG19,T3,academic,2012,0,0,59261,0.0,737,0.0
academic_T3::academic_T3_PG19,T3,academic,2013,1,1,59261,1.687450431143585e-05,848,0.0011792452830188679
academic_T3::academic_T3_PG19,T3,academic,2014,2,2,59261,3.37490086228717e-05,986,0.002028397565922921
academic_T3::academic_T3_PG19,T3,academic,2015,1,1,59261,1.687450431143585e-05,1111,0.0009000900090009
academic_T3::academic_T3_PG19,T3,academic,2016,0,0,59261,0.0,1187,0.0
academic_T3::academic_T3_PG19,T3,academic,2017,1,1,59261,1.687450431143585e-05,1573,0.0006357279084551812
academic_T3::academic_T3_PG19,T3,academic,2018,7,7,59261,0.00011812153018005096,2404,0.0029118136439267887
academic_T3::academic_T3_PG19,T3,academic,2019,13,13,59261,0.00021936855604866607,3687,0.003525901817195552
academic_T3::academic_T3_PG19,T3,academic,2020,18,18,59261,0.0003037410776058453,4362,0.0041265474552957355
academic_T3::academic_T3_PG19,T3,academic,2021,34,34,59261,0.000573733146588819,5381,0.006318528154618101
academic_T3::academic_T3_PG19,T3,academic,2022,49,49,59261,0.0008268507112603568,6028,0.008128732581287325
academic_T3::academic_T3_PG19,T3,academic,2023,79,79,59261,0.0013330858406034323,8480,0.009316037735849056
academic_T3::academic_T3_PG19,T3,academic,2024,233,233,59261,0.003931759504564553,13117,0.017763208050621333
academic_T3::academic_T3_PG19,T3,academic,2025,105,105,59261,0.0017718229527007644,6416,0.016365336658354115
academic_T3::academic_T3_PG20,T3,academic,2000,1,1,59261,1.687450431143585e-05,88,0.011363636363636364
academic_T3::academic_T3_PG20,T3,academic,2001,0,0,59261,0.0,88,0.0
academic_T3::academic_T3_PG20,T3,academic,2002,0,0,59261,0.0,115,0.0
academic_T3::academic_T3_PG20,T3,academic,2003,2,2,59261,3.37490086228717e-05,141,0.014184397163120567
academic_T3::academic_T3_PG20,T3,academic,2004,2,2,59261,3.37490086228717e-05,141,0.014184397163120567
academic_T3::academic_T3_PG20,T3,academic,2005,3,3,59261,5.0623512934307556e-05,167,0.017964071856287425
academic_T3::academic_T3_PG20,T3,academic,2006,1,1,59261,1.687450431143585e-05,203,0.0049261083743842365
academic_T3::academic_T3_PG20,T3,academic,2007,4,4,59261,6.74980172457434e-05,256,0.015625
